assembly_id	label	label_source	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree	NCBI_domain	NCBI_phylum	NCBI_class	NCBI_order	NCBI_family	NCBI_genus	NCBI_species
GCF_001887245.1	GCF_001887245.1_Bacteria_Actinomycetota_Actinomycetes_Neomicrococcus_aestuarii_B18	NCBI	556325	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Neomicrococcus	Neomicrococcus aestuarii
GCF_001887285.1	GCF_001887285.1_Bacteria_Actinomycetota_Actinomycetes_Microbacterium_paludicola_CC3	NCBI	300019	14	14	87.50	0.00	13	Yes	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium paludicola
GCF_001888165.1	GCF_001888165.1_Bacteria_Thermodesulfobacteriota_Desulfuromonadia_Syntrophotalea_acetylenica_DSM_3246	NCBI	29542	14	14	87.50	0.00	14	Yes	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea acetylenica
GCF_001888185.1	GCF_001888185.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Phaeobacter_porticola_P97	NCBI	1844006	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter porticola
GCF_001889165.1	GCF_001889165.1_Bacteria_Bacillota_Bacilli_Bacillus_weihaiensis_Alg07	NCBI	1547283	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus weihaiensis
GCF_001889405.1	GCF_001889405.1_Archaea_Euryarchaeota_Methanomicrobia_Methanohalophilus_halophilus_Z-7982	NCBI	2177	15	15	93.75	0.00	8	Yes	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus halophilus
GCF_001900245.1	GCF_001900245.1_Bacteria_Mycoplasmatota_Mollicutes_Mycoplasmopsis_pullorum_B359_6	NCBI	48003	14	14	87.50	0.00	13	Yes	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis pullorum
GCF_001902315.1	GCF_001902315.1_Bacteria_Bacillota_Bacilli_Staphylococcus_succinus_14BME20	NCBI	61015	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus succinus
GCF_001908775.1	GCF_001908775.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Xanthomonas_hortorum_ICMP_7383	NCBI	2754056	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas hortorum
GCF_001913135.1	GCF_001913135.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Pseudomonas_psychrotolerans_PRS08-11306	NCBI	237610	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas psychrotolerans
GCF_001922025.1	GCF_001922025.1_Bacteria_Bacillota_Bacilli_Lentilactobacillus_parabuchneri_FAM21731	NCBI	152331	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus parabuchneri
GCF_001922305.1	GCF_001922305.1_Bacteria_Pseudomonadota_Betaproteobacteria_Thauera_chlorobenzoica_3CB1	NCBI	96773	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera chlorobenzoica
GCF_001922385.1	GCF_001922385.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Sphingomonas_koreensis_ABOJV	NCBI	93064	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas koreensis
GCF_001922545.1	GCF_001922545.1_Bacteria_Spirochaetota_Spirochaetia_Borreliella_garinii_CIP_103362	NCBI	29519	14	14	87.50	0.00	13	Yes	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella garinii
GCF_001931675.1	GCF_001931675.1_Bacteria_Pseudomonadota_Betaproteobacteria_Pandoraea_thiooxydans_ATSB16	NCBI	445709	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea thiooxydans
GCF_001932615.1	GCF_001932615.1_Bacteria_Bacillota_Bacilli_Weissella_jogaejeotgali_FOL01	NCBI	1631871	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella jogaejeotgali
GCF_001936235.1	GCF_001936235.1_Bacteria_Bacillota_Bacilli_Lactobacillus_jensenii_SNUV360	NCBI	109790	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii
GCF_001936255.1	GCF_001936255.1_Bacteria_Spirochaetota_Spirochaetia_Borrelia_anserina_Es	NCBI	1365188	13	13	81.25	0.00	13	Yes	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia anserina
GCF_001936335.1	GCF_001936335.1_Bacteria_Bacillota_Bacilli_Amylolactobacillus_amylophilus_DSM_20533	NCBI	1423721	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Amylolactobacillus	Amylolactobacillus amylophilus
GCF_001940525.2	GCF_001940525.2_Bacteria_Pseudomonadota_Alphaproteobacteria_Thioclava_nitratireducens_25B10_4	NCBI	1915078	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Thioclava	Thioclava nitratireducens
GCF_001941345.1	GCF_001941345.1_Bacteria_Actinomycetota_Actinomycetes_Corynebacterium_stationis_622=DSM_20302	NCBI	1705	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium stationis
GCF_001941425.1	GCF_001941425.1_Bacteria_Actinomycetota_Actinomycetes_Corynebacterium_ammoniagenes_DSM_20306_=_9.6	NCBI	649754	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ammoniagenes
GCF_001941445.1	GCF_001941445.1_Bacteria_Actinomycetota_Actinomycetes_Corynebacterium_aquilae_S-613	NCBI	1431546	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium aquilae
GCF_001941465.1	GCF_001941465.1_Bacteria_Actinomycetota_Actinomycetes_Corynebacterium_flavescens_OJ8	NCBI	28028	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium flavescens
GCF_001941485.1	GCF_001941485.1_Bacteria_Actinomycetota_Actinomycetes_Corynebacterium_frankenforstense_ST18	NCBI	1437875	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium frankenforstense
GCF_001941505.1	GCF_001941505.1_Bacteria_Actinomycetota_Actinomycetes_Corynebacterium_sphenisci_DSM_44792	NCBI	1437874	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sphenisci
GCF_001941565.1	GCF_001941565.1_Bacteria_Actinomycetota_Actinomycetes_Corynebacterium_phocae_M408_89_1	NCBI	161895	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium phocae
GCF_001941805.1	GCF_001941805.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Acinetobacter_junii_65	NCBI	40215	13	13	81.25	0.00	13	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter junii
GCF_001941825.1	GCF_001941825.1_Bacteria_Pseudomonadota_Betaproteobacteria_Massilia_putida_6NM-7	NCBI	1141883	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia putida
GCF_001941945.1	GCF_001941945.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Roseomonas_gilardii_U14-5	NCBI	257708	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas gilardii
GCF_001945665.1	GCF_001945665.1_Bacteria_Spirochaetota_Spirochaetia_Borreliella_mayonii_MN14-1420	NCBI	1674146	14	14	87.50	0.00	13	Yes	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella mayonii
GCF_001951155.1	GCF_001951155.1_Bacteria_Bacteroidota_Flavobacteriia_Gramella_flava_JLT2011	NCBI	1229726	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella flava
GCF_001951175.1	GCF_001951175.1_Bacteria_Bacillota_Bacilli_Companilactobacillus_crustorum_MN047	NCBI	392416	14	14	87.50	0.00	13	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus crustorum
GCF_001953055.1	GCF_001953055.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Salaquimonas_pukyongi_RR3-28	NCBI	2712698	12	12	75.00	0.00	12	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Salaquimonas	Salaquimonas pukyongi
GCF_001953175.1	GCF_001953175.1_Bacteria_Chloroflexota_Dehalococcoidia_Dehalogenimonas_formicexedens_NSZ-14	NCBI	1839801	14	14	87.50	0.00	13	Yes	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	Dehalogenimonas	Dehalogenimonas formicexedens
GCF_001953195.1	GCF_001953195.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Acinetobacter_soli_GFJ2	NCBI	487316	13	13	81.25	0.00	13	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter soli
GCF_001953955.1	GCF_001953955.1_Bacteria_Bacteroidota_Bacteroidia_Prevotella_intermedia_ATCC_25611	NCBI	1122984	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia
GCF_001955715.1	GCF_001955715.1_Bacteria_Pseudomonadota_Betaproteobacteria_Rhodoferax_saidenbachensis_DSM_22694	NCBI	1484693	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax saidenbachensis
GCF_001955735.1	GCF_001955735.1_Bacteria_Pseudomonadota_Betaproteobacteria_Rhodoferax_antarcticus_DSMZ24876	NCBI	81479	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax antarcticus
GCF_001956985.1	GCF_001956985.1_Bacteria_Planctomycetota_Planctomycetia_Paludisphaera_borealis_PX4	NCBI	1387353	14	14	87.50	0.00	11	Yes	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Paludisphaera	Paludisphaera borealis
GCF_001969365.1	GCF_001969365.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Tateyamaria_omphalii_DOK1-4	NCBI	299262	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Tateyamaria	Tateyamaria omphalii
GCF_001969385.1	GCF_001969385.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Salipiger_profundus_JLT2016	NCBI	1229727	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger profundus
GCF_001971565.1	GCF_001971565.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Acinetobacter_schindleri_ACE	NCBI	108981	13	13	81.25	0.00	13	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter schindleri
GCF_001971705.1	GCF_001971705.1_Archaea_Euryarchaeota_Halobacteria_Haloterrigena_daqingensis_JX313	NCBI	588898	15	14	93.75	6.25	7	Yes	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena daqingensis
GCF_001971745.1	GCF_001971745.1_Bacteria_Bacteroidota_Flavobacteriia_Lacinutrix_venerupis_DOK2-8	NCBI	1486034	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix venerupis
GCF_001974985.1	GCF_001974985.1_Bacteria_Actinomycetota_Actinomycetes_Microbacterium_aurum_KACC_15219	NCBI	36805	14	14	87.50	0.00	13	Yes	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium aurum
GCF_001975025.1	GCF_001975025.1_Bacteria_Actinomycetota_Actinomycetes_Streptomyces_alfalfae_ACCC40021	NCBI	1642299	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces alfalfae
GCF_001975225.1	GCF_001975225.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Kosakonia_cowanii_888-76	NCBI	1300165	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia cowanii
GCF_001975665.1	GCF_001975665.1_Bacteria_Bacteroidota_Flavobacteriia_Polaribacter_reichenbachii_6Alg_8T	NCBI	996801	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter reichenbachii
GCF_001975705.1	GCF_001975705.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Salipiger_abyssi_JLT2014	NCBI	1250539	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger abyssi
GCF_001983935.1	GCF_001983935.1_Bacteria_Planctomycetota_Planctomycetia_Fuerstiella_marisgermanici_NH11	NCBI	1891926	14	14	87.50	0.00	14	Yes	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Fuerstiella	Fuerstiella marisgermanici
GCF_001983975.1	GCF_001983975.1_Bacteria_Actinomycetota_Actinomycetes_Streptomyces_autolyticus_CGMCC0516	NCBI	75293	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces autolyticus
GCF_001983995.1	GCF_001983995.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Halioglobus_japonicus_NBRC_107739	NCBI	930805	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	Halioglobus japonicus
GCF_001988955.1	GCF_001988955.1_Bacteria_Bacteroidota_Cytophagia_Spirosoma_montaniterrae_DY10	NCBI	1178516	13	13	81.25	0.00	12	Yes	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma montaniterrae
GCF_001989575.1	GCF_001989575.1_Bacteria_Bacillota_Bacilli_Abyssicoccus_albus_S31	NCBI	1817405	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Abyssicoccus	Abyssicoccus albus
GCF_001997295.1	GCF_001997295.1_Bacteria_Actinomycetota_Actinomycetes_Tessaracoccus_flavus_RP1	NCBI	1610493	14	14	87.50	0.00	13	Yes	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Tessaracoccus flavus
GCF_001998765.1	GCF_001998765.1_Bacteria_Bacillota_Clostridia_Anaerostipes_hadrus_BPB5	NCBI	649756	14	14	87.50	0.00	13	Yes	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus
GCF_001998865.1	GCF_001998865.1_Bacteria_Actinomycetota_Actinomycetes_Tessaracoccus_flavescens_SST-39T	NCBI	399497	14	14	87.50	0.00	13	Yes	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Tessaracoccus flavescens
GCF_001998885.1	GCF_001998885.1_Bacteria_Bacillota_Bacilli_Vagococcus_penaei_CD276T	NCBI	633807	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus penaei
GCF_001999245.1	GCF_001999245.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Roseibium_aggregatum_RMAR6-6	NCBI	187304	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Roseibium	Roseibium aggregatum
GCF_001999905.1	GCF_001999905.1_Bacteria_Bacillota_Bacilli_Planococcus_lenghuensis_Y42	NCBI	2213202	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus lenghuensis
GCF_001999945.1	GCF_001999945.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Microbulbifer_agarilyticus_GP101	NCBI	260552	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	Microbulbifer agarilyticus
GCF_001999985.1	GCF_001999985.1_Bacteria_Campylobacterota_Epsilonproteobacteria_Helicobacter_bilis_AAQJH	NCBI	37372	14	14	87.50	0.00	13	Yes	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter bilis
GCF_002000985.1	GCF_002000985.1_Bacteria_Bacillota_Bacilli_Streptococcus_gallolyticus_DSM_16831	NCBI	1258574	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gallolyticus
GCF_002003265.1	GCF_002003265.1_Bacteria_Bacillota_Bacilli_Paenibacillus_larvae_ATCC-9545	NCBI	147375	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus larvae
GCF_002005145.1	GCF_002005145.1_Bacteria_Bacillota_Clostridia_Desulforamulus_ferrireducens_GSS09	NCBI	1833852	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus ferrireducens
GCF_002005165.1	GCF_002005165.1_Bacteria_Bacillota_Bacilli_Novibacillus_thermophilus_SG-1	NCBI	1471761	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	Novibacillus thermophilus
GCF_002005305.1	GCF_002005305.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Shewanella_psychrophila_WP2	NCBI	225848	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella psychrophila
GCF_002005365.1	GCF_002005365.1_Bacteria_Pseudomonadota_Betaproteobacteria_Paenalcaligenes_hominis_microbial	NCBI	643674	12	12	75.00	0.00	12	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Paenalcaligenes	Paenalcaligenes hominis
GCF_002005405.1	GCF_002005405.1_Bacteria_Bacillota_Bacilli_Jeotgalibaca_dankookensis_EX-07	NCBI	708126	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	Jeotgalibaca dankookensis
GCF_002005445.1	GCF_002005445.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Acetobacter_aceti_TMW2.1153	NCBI	435	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter aceti
GCF_002005465.1	GCF_002005465.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Neoasaia_chiangmaiensis_NBRC_101099	NCBI	320497	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Neoasaia	Neoasaia chiangmaiensis
GCF_002006565.1	GCF_002006565.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Acetobacter_persici_TMW2.1084	NCBI	1076596	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter persici
GCF_002007565.1	GCF_002007565.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Bartonella_choladocola_BBC0122	NCBI	2750995	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella choladocola
GCF_002009175.1	GCF_002009175.1_Bacteria_Actinomycetota_Actinomycetes_Streptomyces_niveus_SCSIO_3406	NCBI	193462	14	14	87.50	0.00	13	Yes	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces niveus
GCF_002021925.1	GCF_002021925.1_Bacteria_Campylobacterota_Epsilonproteobacteria_Campylobacter_pinnipediorum_RM17260	NCBI	1660067	14	14	87.50	0.00	13	Yes	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter pinnipediorum
GCF_002024185.1	GCF_002024185.1_Bacteria_Campylobacterota_Epsilonproteobacteria_Campylobacter_coli_aerotolerant_OR12	NCBI	195	14	14	87.50	0.00	13	Yes	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter coli
GCF_002024265.1	GCF_002024265.1_Bacteria_Bacillota_Bacilli_Priestia_flexa_KLBMP_4941	NCBI	86664	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia flexa
GCF_002025665.1	GCF_002025665.1_Bacteria_Bacteroidota_Flavobacteriia_Chryseobacterium_indologenes_AA5	NCBI	253	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium indologenes
GCF_002025725.1	GCF_002025725.1_Bacteria_Pseudomonadota_Betaproteobacteria_Herbaspirillum_robiniae_AA6	NCBI	2014887	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum robiniae
GCF_002028405.1	GCF_002028405.1_Bacteria_Pseudomonadota_Betaproteobacteria_Thiomonas_intermedia_ATCC_15466	NCBI	926	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	NA	Thiomonas	Thiomonas intermedia
GCF_002043005.1	GCF_002043005.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Martelella_mediterranea_MACL11	NCBI	1122214	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Martelella	Martelella mediterranea
GCF_002056725.1	GCF_002056725.1_Bacteria_Pseudomonadota_Betaproteobacteria_Comamonas_kerstersii_8943	NCBI	225992	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas kerstersii
GCF_002056795.1	GCF_002056795.1_Bacteria_Bacteroidota_Cytophagia_Spirosoma_aerolatum_KACC_17939	NCBI	1211326	14	14	87.50	0.00	12	Yes	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma aerolatum
GCF_002067135.1	GCF_002067135.1_Bacteria_Bacteroidota_Cytophagia_Spirosoma_rigui_KCTC_12531	NCBI	564064	14	14	87.50	0.00	12	Yes	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma rigui
GCF_002073635.2	GCF_002073635.2_Bacteria_Pseudomonadota_Alphaproteobacteria_Paracoccus_yeei_FDAARGOS_252	NCBI	147645	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus yeei
GCF_002073715.2	GCF_002073715.2_Bacteria_Pseudomonadota_Betaproteobacteria_Neisseria_mucosa_FDAARGOS_260	NCBI	488	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa
GCF_002074155.1	GCF_002074155.1_Bacteria_Bacillota_Clostridia_Clostridium_argentinense_89G	NCBI	29341	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium argentinense
GCF_002075105.1	GCF_002075105.1_Bacteria_Bacillota_Bacilli_Lactobacillus_amylolyticus_L6	NCBI	83683	14	14	87.50	0.00	13	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylolyticus
GCF_002075285.2	GCF_002075285.2_Bacteria_Cyanobacteriota_Cyanophyceae_Halomicronema_hongdechloris_C2206	NCBI	1641165	14	14	87.50	0.00	14	Yes	Bacteria	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Prochlorotrichaceae	Halomicronema	Halomicronema hongdechloris
GCF_002075795.1	GCF_002075795.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Shewanella_japonica_KCTC_22435	NCBI	93973	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella japonica
GCF_002079945.1	GCF_002079945.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Parasaccharibacter_apium_G7_7_3c	NCBI	1510841	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Parasaccharibacter	Parasaccharibacter apium
GCF_002080395.1	GCF_002080395.1_Bacteria_Campylobacterota_Epsilonproteobacteria_Campylobacter_helveticus_ATCC_51209	NCBI	28898	14	14	87.50	0.00	13	Yes	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter helveticus
